GenBank Account #, Molecule Type, Molecule Length, Tax ID, Organism Name, Taxonomy
CP013997.1, Chromosome, 4714359, 76759, Pseudomonas monteilii (g-proteobacteria), Pseudomonas putida group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013217.1, Chromosome, 2964527, 1750719, Kurthia sp. 11kri321 (firmicutes), Kurthia; Planococcaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP013984.1, Chromosome, 4143890, 483913, Bacillus subtilis subsp. inaquosorum (firmicutes), Bacillus subtilis; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014994.1, Chromosome, 4834050, 143221, Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria), Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014995.1, Plasmid, 109917, 143221, Salmonella enterica subsp. enterica serovar Tennessee (enterobacteria), Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014138.1, Chromosome, 1814455, 1314, Streptococcus pyogenes (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014141.1, Chromosome, 1872821, 456163, Thermus parvatiensis (bacteria), Thermus; Thermaceae; Thermales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
CP014142.1, Plasmid, 143277, 456163, Thermus parvatiensis (bacteria), Thermus; Thermaceae; Thermales; Deinococci; Deinococcus-Thermus; Terrabacteria group; Bacteria; cellular organisms
CP014139.1, Chromosome, 1878699, 1314, Streptococcus pyogenes (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
LN890331.1, Chromosome, 1965841, 1165892, Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes), Leuconostoc gelidum subsp. gasicomitatum; Leuconostoc gelidum; Leuconostoc; Leuconostocaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
LN890332.1, Plasmid, 35714, 1165892, Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes), Leuconostoc gelidum subsp. gasicomitatum; Leuconostoc gelidum; Leuconostoc; Leuconostocaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
LN890333.1, Plasmid, 29494, 1165892, Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes), Leuconostoc gelidum subsp. gasicomitatum; Leuconostoc gelidum; Leuconostoc; Leuconostocaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
LN890334.1, Plasmid, 19683, 1165892, Leuconostoc gelidum subsp. gasicomitatum KG16-1 (firmicutes), Leuconostoc gelidum subsp. gasicomitatum; Leuconostoc gelidum; Leuconostoc; Leuconostocaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
LN999829.1, Chromosome, 3854619, 492670, Bacillus velezensis (firmicutes), Bacillus amyloliquefaciens group; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
LN999830.1, Plasmid, 8138, 492670, Bacillus velezensis (firmicutes), Bacillus amyloliquefaciens group; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
LN999997.1, Chromosome, 5037238, 90371, Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria), Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014166.1, Chromosome, 4056281, 135461, Bacillus subtilis subsp. subtilis (firmicutes), Bacillus subtilis; Bacillus subtilis group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014196.1, Chromosome, 4434904, 1771959, Arthrobacter sp. ATCC 21022 (high GC Gram+), Arthrobacter; Micrococcaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP016279.1, Chromosome, 10764674, 68214, Streptomyces griseochromogenes (high GC Gram+), Streptomyces; Streptomycetaceae; Streptomycetales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP014197.1, Chromosome, 4827745, 562, Escherichia coli (E. coli), Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014198.2, Plasmid, 7057, 562, Escherichia coli (E. coli), Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014199.1, Plasmid, 89107, 562, Escherichia coli (E. coli), Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014200.1, Plasmid, 56887, 562, Escherichia coli (E. coli), Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014145.1, Chromosome, 3689726, 412690, Microterricola viridarii (high GC Gram+), Microterricola; Microbacteriaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP008872.1, Chromosome, 6371121, 287, Pseudomonas aeruginosa (g-proteobacteria), Pseudomonas aeruginosa group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006992.1, Chromosome, 5435450, 925818, Methylobacterium sp. AMS5 (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006993.1, Plasmid, 117697, 925818, Methylobacterium sp. AMS5 (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006994.1, Plasmid, 25608, 925818, Methylobacterium sp. AMS5 (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006995.1, Plasmid, 20451, 925818, Methylobacterium sp. AMS5 (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008873.1, Chromosome, 6794354, 287, Pseudomonas aeruginosa (g-proteobacteria), Pseudomonas aeruginosa group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014207.1, Chromosome, 4526803, 553, Pantoea ananatis (enterobacteria), Pantoea; Erwiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014208.1, Plasmid, 331058, 553, Pantoea ananatis (enterobacteria), Pantoea; Erwiniaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014144.1, Chromosome, 2191044, 1304, Streptococcus salivarius (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014159.1, Chromosome, 1634920, 87541, Aerococcus christensenii (firmicutes), Aerococcus; Aerococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014160.1, Chromosome, 2033849, 119206, Aerococcus sanguinicola (firmicutes), Aerococcus; Aerococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014161.1, Chromosome, 1974262, 1376, Aerococcus urinae (firmicutes), Aerococcus; Aerococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014162.1, Chromosome, 2013339, 51665, Aerococcus urinaeequi (firmicutes), Aerococcus; Aerococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014179.1, Chromosome, 5226939, 1392, Bacillus anthracis (firmicutes), Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014177.1, Plasmid, 181677, 1392, Bacillus anthracis (firmicutes), Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014178.1, Plasmid, 94830, 1392, Bacillus anthracis (firmicutes), Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014163.1, Chromosome, 1831400, 128944, Aerococcus urinaehominis (firmicutes), Aerococcus; Aerococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP013861.1, Chromosome, 5101809, 296, Pseudomonas fragi (g-proteobacteria), Pseudomonas chlororaphis group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014164.1, Chromosome, 2199877, 1377, Aerococcus viridans (firmicutes), Aerococcus; Aerococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP010522.1, Chromosome, 1522119, 1273132, Liberibacter crescens (a-proteobacteria), Liberibacter; Rhizobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP013355.1, Chromosome, 2966978, 1622118, Lutibacter profundi (CFB group bacteria), Lutibacter; Flavobacteriaceae; Flavobacteriales; Flavobacteriia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
CP013476.1, Chromosome, 2622031, 1712675, Turicibacter sp. H121 (firmicutes), Turicibacter; Erysipelotrichaceae; Erysipelotrichales; Erysipelotrichia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014215.1, Chromosome, 4075545, 470, Acinetobacter baumannii (g-proteobacteria), Acinetobacter calcoaceticus/baumannii complex; Acinetobacter; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014216.1, Plasmid, 74241, 470, Acinetobacter baumannii (g-proteobacteria), Acinetobacter calcoaceticus/baumannii complex; Acinetobacter; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP014217.1, Plasmid, 5465, 470, Acinetobacter baumannii (g-proteobacteria), Acinetobacter calcoaceticus/baumannii complex; Acinetobacter; Moraxellaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014924.1, Chromosome, 3817036, 1555112, Limnochorda pilosa (firmicutes), Limnochorda; Limnochordaceae; Limnochordales; Limnochordia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014225.1, Chromosome, 4659625, 511145, Escherichia coli str. K-12 substr. MG1655 (E. coli), Escherichia coli K-12; Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP010329.1, Chromosome, 4428621, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010330.1, Chromosome, 4421903, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010331.1, Chromosome, 4351313, 33892, Mycobacterium bovis BCG (high GC Gram+), Mycobacterium bovis; Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010332.1, Chromosome, 4336227, 1765, Mycobacterium bovis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010333.1, Chromosome, 4370115, 1806, Mycobacterium microti (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010334.1, Chromosome, 4386422, 33894, Mycobacterium africanum (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010335.1, Chromosome, 4419839, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010336.1, Chromosome, 4405033, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010337.1, Chromosome, 4401829, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010338.1, Chromosome, 4417090, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010339.1, Chromosome, 4399422, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP010340.1, Chromosome, 4426489, 1773, Mycobacterium tuberculosis (high GC Gram+), Mycobacterium tuberculosis complex; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP013213.1, Chromosome, 2495108, 1514105, Erysipelothrix sp. LV19 (firmicutes), Erysipelothrix; Erysipelotrichaceae; Erysipelotrichales; Erysipelotrichia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP013214.1, Plasmid, 16378, 1514105, Erysipelothrix sp. LV19 (firmicutes), Erysipelothrix; Erysipelotrichaceae; Erysipelotrichales; Erysipelotrichia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP014226.1, Chromosome, 3973651, 507626, Halomonas chromatireducens (g-proteobacteria), Halomonas; Halomonadaceae; Oceanospirillales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP012335.1, Chromosome, 1811124, 1150773, Streptococcus pyogenes JRS4 (firmicutes), Streptococcus pyogenes; Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP013035.1, Chromosome, 1816670, 1298851, Thermosulfidibacter takaii ABI70S6 (aquificales), Thermosulfidibacter takaii; Thermosulfidibacter; Aquificales genera incertae sedis; Aquificales; Aquificae; Aquificae; Bacteria; cellular organisms
AP013042.1, Chromosome, 1469434, 1303921, endosymbiont of Bathymodiolus septemdierum str. Myojin knoll (g-proteobacteria), Bathymodiolus septemdierum thioautotrophic gill symbiont; sulfur-oxidizing symbionts; unclassified Gammaproteobacteria; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014520.1, Chromosome, 2382853, 1407647, Aggregatibacter actinomycetemcomitans NUM4039 (g-proteobacteria), Aggregatibacter actinomycetemcomitans; Aggregatibacter; Pasteurellaceae; Pasteurellales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014563.1, Chromosome, 1451056, 1407653, Dehalococcoides mccartyi IBARAKI (GNS bacteria), Dehalococcoides mccartyi; Dehalococcoides; Dehalococcoidaceae; Dehalococcoidales; Dehalococcoidia; Chloroflexi; Terrabacteria group; Bacteria; cellular organisms
AP014572.1, Chromosome, 1745332, 1314, Streptococcus pyogenes (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014585.1, Chromosome, 1744827, 1314, Streptococcus pyogenes (firmicutes), Streptococcus; Streptococcaceae; Lactobacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP013045.1, Chromosome, 3393002, 1307833, Tannerella forsythia KS16 (CFB group bacteria), Tannerella forsythia; Tannerella; Porphyromonadaceae; Bacteroidales; Bacteroidia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
AP013044.1, Chromosome, 3350939, 1307832, Tannerella forsythia 3313 (CFB group bacteria), Tannerella forsythia; Tannerella; Porphyromonadaceae; Bacteroidales; Bacteroidia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
AP014627.1, Chromosome, 6885464, 1500686, Pseudomonas sp. Os17 (g-proteobacteria), Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014628.1, Chromosome, 6833117, 1500687, Pseudomonas sp. St29 (g-proteobacteria), Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014635.1, Chromosome, 3434724, 1435069, Vibrio tritonius (g-proteobacteria), Vibrio; Vibrionaceae; Vibrionales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014636.1, Chromosome, 1787202, 1435069, Vibrio tritonius (g-proteobacteria), Vibrio; Vibrionaceae; Vibrionales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014651.1, Chromosome, 7090694, 287, Pseudomonas aeruginosa (g-proteobacteria), Pseudomonas aeruginosa group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014657.1, Chromosome, 678592, 2094, Mycoplasma arginini (mycoplasmas), Mycoplasma; Mycoplasmataceae; Mycoplasmatales; Mollicutes; Tenericutes; Terrabacteria group; Bacteria; cellular organisms
AP014690.1, Chromosome, 3198265, 1231624, Asaia bogorensis NBRC 16594 (a-proteobacteria), Asaia bogorensis; Asaia; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014704.1, Chromosome, 5348274, 270351, Methylobacterium aquaticum (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014705.1, Plasmid, 1571989, 270351, Methylobacterium aquaticum (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014706.1, Plasmid, 462889, 270351, Methylobacterium aquaticum (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014707.1, Plasmid, 85702, 270351, Methylobacterium aquaticum (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014708.1, Plasmid, 50170, 270351, Methylobacterium aquaticum (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014709.1, Plasmid, 38936, 270351, Methylobacterium aquaticum (a-proteobacteria), Methylobacterium; Methylobacteriaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014723.1, Chromosome, 2606563, 1581011, Sulfurospirillum sp. UCH001 (e-proteobacteria), Sulfurospirillum; Campylobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AP014724.1, Chromosome, 2698323, 366522, Sulfurospirillum cavolei (e-proteobacteria), Sulfurospirillum; Campylobacteraceae; Campylobacterales; Epsilonproteobacteria; delta/epsilon subdivisions; Proteobacteria; Bacteria; cellular organisms
AP014800.1, Chromosome, 4454432, 35806, Rhodovulum sulfidophilum (a-proteobacteria), Rhodovulum; Rhodobacteraceae; Rhodobacterales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014801.1, Plasmid, 111306, 35806, Rhodovulum sulfidophilum (a-proteobacteria), Rhodovulum; Rhodobacteraceae; Rhodobacterales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014802.1, Plasmid, 106137, 35806, Rhodovulum sulfidophilum (a-proteobacteria), Rhodovulum; Rhodobacteraceae; Rhodobacterales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014803.1, Plasmid, 60897, 35806, Rhodovulum sulfidophilum (a-proteobacteria), Rhodovulum; Rhodobacteraceae; Rhodobacterales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014815.1, Chromosome, 3883409, 1615909, Geminocystis sp. NIES-3708 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014816.1, Plasmid, 60790, 1615909, Geminocystis sp. NIES-3708 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014817.1, Plasmid, 57874, 1615909, Geminocystis sp. NIES-3708 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014818.1, Plasmid, 17905, 1615909, Geminocystis sp. NIES-3708 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014819.1, Plasmid, 16994, 1615909, Geminocystis sp. NIES-3708 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014820.1, Plasmid, 5106, 1615909, Geminocystis sp. NIES-3708 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014821.1, Chromosome, 4150181, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014822.1, Plasmid, 41943, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014823.1, Plasmid, 29076, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014824.1, Plasmid, 49712, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014825.1, Plasmid, 48007, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014826.1, Plasmid, 32475, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014827.1, Plasmid, 10375, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014828.1, Plasmid, 37779, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014829.1, Plasmid, 10930, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014830.1, Plasmid, 5754, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014831.1, Plasmid, 5251, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014832.1, Plasmid, 4576, 1617448, Geminocystis sp. NIES-3709 (cyanobacteria), Geminocystis; Chroococcaceae; Chroococcales; Oscillatoriophycideae; Cyanobacteria; Cyanobacteria/Melainabacteria group; Terrabacteria group; Bacteria; cellular organisms
AP014839.2, Chromosome, 6613260, 287, Pseudomonas aeruginosa (g-proteobacteria), Pseudomonas aeruginosa group; Pseudomonas; Pseudomonadaceae; Pseudomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014854.2, Chromosome, 3726627, 1079, Blastochloris viridis (a-proteobacteria), Blastochloris; Hyphomicrobiaceae; Rhizobiales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
AP014864.1, Chromosome, 5896839, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014865.1, Plasmid, 437451, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014866.1, Plasmid, 293217, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014867.1, Plasmid, 130548, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
AP014868.1, Plasmid, 54355, 1442, Bacillus thuringiensis serovar tolworthi (firmicutes), Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
